complaint_text,category,source
The drainage system is affected by sewage odor in our neighbourhood. We would appreciate assistance with this problem.,drainage,v2_original
People in the area are experiencing unknown odor/taste in drinking water near the junction. Please take the necessary action.,water_supply,v2_original
"Residents are concerned about air: smoke, chimney or vent close to the town centre. We would appreciate assistance with this problem.",environment,v2_original
Street Light Lamp Dim is affecting the area on the main road.,electricity,v2_original
We are experiencing leak in the residential area. This issue needs urgent attention.,water_supply,v2_original
Street Cond/Dump-Out/Drop-Off is creating an unsanitary condition on the main road. This is causing inconvenience to the public.,garbage,v2_original
people are dumping household waste in this area outside the school. flies and stray animals are gathering around the waste. Please arrange an inspection.,garbage,v3_natural_augmentation
There is dirty area/alleyway near the hospital.,garbage,v2_original
Residents have reported lamppost knocked down in the residential area.,electricity,v2_original
There is a public complaint because the street has several deep cracks beside the public road. traffic is slowing down around the damaged section. The responsible department should inspect the area.,roads,v3_natural_augmentation
"We have noticed air: smoke, chimney or vent in the residential area. Please take the necessary action.",environment,v2_original
"near the junction, chemical fumes are spreading through the area.",environment,v3_natural_augmentation
There appears to be wiring near the hospital. Residents are requesting assistance.,electricity,v2_original
Ventilation is affecting the surrounding environment on the main road. Residents are requesting assistance.,environment,v2_original
There is lamppost knocked down close to the bus stop. Please investigate this issue.,electricity,v2_original
People living nearby have noticed that a large pile of garbage has accumulated near the hospital. flies and stray animals are gathering around the waste. We would appreciate prompt assistance.,garbage,v3_natural_augmentation
the supplied water has a strange smell near our houses. We would appreciate prompt assistance.,water_supply,v3_natural_augmentation
Please arrange cleaning because of dirty area/alleyway near our house. This issue needs urgent attention.,garbage,v2_original
Residents have reported that several bags of garbage are lying in the open near our houses. a strong bad smell is spreading nearby. Residents are requesting assistance.,garbage,v3_natural_augmentation
There is a waste management problem involving missed recycling paper in the residential area.,garbage,v2_original
"There is an environmental issue involving air: smoke, vehicular in the residential area. We would appreciate assistance with this problem.",environment,v2_original
"outside the hospital, only a very small amount of water is reaching the houses. the interruption has continued for several hours. We would appreciate prompt assistance.",water_supply,v3_natural_augmentation
The community would like to report that there is a large pothole outside the school. residents are concerned about possible accidents. Please arrange an inspection.,roads,v3_natural_augmentation
Waste has become a problem due to dirty area/alleyway outside our building. The problem has been continuing for some time.,garbage,v2_original
Residents have reported that a large pile of garbage has accumulated near our houses. the area has become very dirty and unpleasant. The responsible department should inspect the area.,garbage,v3_natural_augmentation
"Residents are requesting action regarding air: dust, construction/demolition near the junction. Please send the responsible team to inspect the area.",environment,v2_original
Residents have complained about dirty area/alleyway on the main road. Residents are requesting assistance.,garbage,v2_original
Please send a technician because of street light out near the public market. We would appreciate assistance with this problem.,electricity,v2_original
there is a major leak in the water line near the community centre.,water_supply,v3_natural_augmentation
People in the area are experiencing heavy flow on the main road.,water_supply,v2_original
Residents have reported dirty water near our house. Please send the responsible team to inspect the area.,water_supply,v2_original
There appears to be no water near the junction. Please arrange an inspection.,water_supply,v2_original
Garbage collection is affected by improper disposal on the main road. Please arrange an inspection.,garbage,v2_original
Residents have reported that dirty water is overflowing from the drain at the village entrance. pedestrians cannot use the walkway properly. Please take the necessary action.,drainage,v3_natural_augmentation
People living nearby have noticed that several houses are not receiving water along the main road. the issue is causing serious inconvenience to households. Please take the necessary action.,water_supply,v3_natural_augmentation
Residents are requesting action regarding bulk-missed collection along the roadside.,garbage,v2_original
There is street light out near our house. We would appreciate assistance with this problem.,electricity,v2_original
There is sewage leak close to the town centre. Please send the responsible team to inspect the area.,drainage,v2_original
The community would like to report that the supplied water has a strange smell in our neighbourhood. the interruption has continued for several hours. Please take the necessary action.,water_supply,v3_natural_augmentation
We are experiencing low water pressure near the hospital. We would appreciate assistance with this problem.,water_supply,v2_original
The road surface is damaged due to curb defect-metal protruding near the public market.,roads,v2_original
There is curb defect-metal protruding near the hospital. Please arrange an inspection.,roads,v2_original
The community would like to report that residents are experiencing repeated power failures beside the public road. the outage is disrupting normal daily activities. Please send the appropriate team to inspect this problem.,electricity,v3_natural_augmentation
The road needs attention because of cave-in near our house. Please take the necessary action.,roads,v2_original
We are experiencing an electrical problem involving power outage near our house. We would appreciate assistance with this problem.,electricity,v2_original
The drainage issue appears to involve sewage leak near the school. Residents are requesting assistance.,drainage,v2_original
Residents are requesting action regarding missed recycling - m/g/pl on the main road.,garbage,v2_original
Residents have reported that residents have noticed unusual smoke near the junction. the pollution is affecting nearby homes. Please resolve this issue as soon as possible.,environment,v3_natural_augmentation
Please inspect the electrical issue involving multiple street lights out near the junction.,electricity,v2_original
"Residents are requesting action regarding unsafe chemical, storage near the public market. This is causing inconvenience to the public.",environment,v2_original
"Residents are requesting action regarding air: odor/fumes, vehicle idling near the junction. Please send the responsible team to inspect the area.",environment,v2_original
We would like to report that the drainage system is overflowing during rainfall close to the town centre.,drainage,v3_natural_augmentation
There appears to be heavy flow in our neighbourhood.,water_supply,v2_original
Please investigate the water problem caused by leak on the main road.,water_supply,v2_original
There is a public complaint because the drainage system is overflowing during rainfall close to the local clinic. pedestrians cannot use the walkway properly. Residents are requesting assistance.,drainage,v3_natural_augmentation
There is outlet/switch outside our building.,electricity,v2_original
We are experiencing a problem where there is an unknown chemical odour in the neighbourhood close to the local clinic. people are worried about environmental contamination. Please investigate this problem.,environment,v3_natural_augmentation
Ponding is causing drainage problems on the main road.,drainage,v2_original
The drain is causing problems because of sewer or drain near the hospital. Please arrange an inspection.,drainage,v2_original
The community would like to report that several bags of garbage are lying in the open in the residential area. flies and stray animals are gathering around the waste. Please take the necessary action.,garbage,v3_natural_augmentation
The community would like to report that residents are experiencing repeated power failures near the junction. the outage is disrupting normal daily activities. The responsible department should inspect the area.,electricity,v3_natural_augmentation
Residents report that the water pressure is extremely low outside the school.,water_supply,v3_natural_augmentation
People living nearby have noticed that a large amount of rubbish is scattered around close to the bus stop. the situation is becoming worse every day. Please take the necessary action.,garbage,v3_natural_augmentation
Residents have reported dirty water close to the bus stop.,water_supply,v2_original
the drinking water looks cloudy near the hospital. the interruption has continued for several hours. The responsible department should inspect the area.,water_supply,v3_natural_augmentation
Our area is facing heavy flow near our house.,water_supply,v2_original
Please inspect the electrical issue involving wiring near the school. Please send the responsible team to inspect the area.,electricity,v2_original
Vehicles are being affected by broken curb in the residential area. Please investigate this issue.,roads,v2_original
"Please inspect the environmental issue involving air: smoke, chimney or vent near the public market. This is causing inconvenience to the public.",environment,v2_original
We are experiencing unknown odor/taste in drinking water near our house. Residents are requesting assistance.,water_supply,v2_original
There is lighting outside our building. Please investigate this issue.,electricity,v2_original
The electrical system needs attention because of no lighting along the roadside. Please send the responsible team to inspect the area.,electricity,v2_original
There is pothole - highway on the main road.,roads,v2_original
Waste has become a problem due to improper disposal close to the town centre.,garbage,v2_original
Street Light Out is affecting the area in the residential area.,electricity,v2_original
There is multiple street lights out near the public market. Please arrange an inspection.,electricity,v2_original
We are experiencing a problem where the power supply is unstable close to the local clinic. pedestrians may be at risk. Please send the appropriate team to inspect this problem.,electricity,v3_natural_augmentation
the asphalt surface is breaking apart close to the town centre.,roads,v3_natural_augmentation
Residents report that the road surface is badly damaged close to the local clinic.,roads,v3_natural_augmentation
SLOW LEAK is affecting the local water supply near our house. We would appreciate assistance with this problem.,water_supply,v2_original
Wastewater problems have occurred due to sewage odor on the main road. Please arrange an inspection.,drainage,v2_original
The area needs cleaning because of missed recycling paper on the main road.,garbage,v2_original
"Please investigate unsafe chemical, abandoned on the main road. Please send the responsible team to inspect the area.",environment,v2_original
There is a waste management problem involving dirty sidewalk close to the bus stop.,garbage,v2_original
The road needs attention because of broken curb near the public market. We would appreciate assistance with this problem.,roads,v2_original
the public garbage bin is overflowing at the village entrance.,garbage,v3_natural_augmentation
"beside the public walkway, there is a broken curb beside the road. vehicles are having difficulty passing safely. The responsible department should inspect the area.",roads,v3_natural_augmentation
unknown odor/taste in drinking water is affecting the local water supply near the hospital. We would appreciate assistance with this problem.,water_supply,v2_original
We are experiencing a problem where a manhole is overflowing outside the hospital. dirty water is collecting around nearby houses. Please resolve this issue as soon as possible.,drainage,v3_natural_augmentation
We would like to report that a large pile of garbage has accumulated near the playground.,garbage,v3_natural_augmentation
We would like to report broken curb along the roadside. This issue needs urgent attention.,roads,v2_original
RAIN GARDEN FLOODING is causing drainage problems near the hospital. This issue needs urgent attention.,drainage,v2_original
Residents report that an electrical box has been left open close to the town centre.,electricity,v3_natural_augmentation
Street Flooding is causing drainage problems on the main road. This issue needs urgent attention.,drainage,v2_original
Defective Hardware is causing difficulties for vehicles on the main road.,roads,v2_original
the public garbage bin is overflowing close to the local clinic. flies and stray animals are gathering around the waste. Please send the appropriate team to inspect this problem.,garbage,v3_natural_augmentation
Residents are reporting sewer or drain in the residential area.,drainage,v2_original
Residents are concerned about chemical spill/release close to the bus stop. We would appreciate assistance with this problem.,environment,v2_original
The electricity service has a problem with street light out along the roadside. This is causing inconvenience to the public.,electricity,v2_original
"Air: Dust, Construction/Demolition is affecting the surrounding environment close to the town centre.",environment,v2_original
The electricity service has a problem with outlet/switch along the roadside. Please arrange an inspection.,electricity,v2_original
Sewage Leak is causing drainage problems along the roadside. Please investigate this issue.,drainage,v2_original
We would like to report that the drinking water looks cloudy in our neighbourhood.,water_supply,v3_natural_augmentation
The community would like to report that the drinking water has become discoloured beside the public walkway. the issue is causing serious inconvenience to households.,water_supply,v3_natural_augmentation
The community would like to report that an electrical box has been left open outside the hospital. the electrical fault needs to be inspected.,electricity,v3_natural_augmentation
There is a public complaint because floodwater is building up because the drain is blocked beside the public road. stagnant water is remaining for several days. Please address this issue.,drainage,v3_natural_augmentation
"Please investigate air: smoke, chimney or vent near our house.",environment,v2_original
Waste has become a problem due to improper disposal in our neighbourhood.,garbage,v2_original
Please repair defective hardware near the hospital. The problem has been continuing for some time.,roads,v2_original
several houses have no electricity close to the bus stop.,electricity,v3_natural_augmentation
Please repair pothole - highway along the roadside. Please take the necessary action.,roads,v2_original
The area is affected by air: other air problem in the residential area.,environment,v2_original
Residents are concerned about defective hardware near the public market.,roads,v2_original
We are experiencing a problem where only a very small amount of water is reaching the houses near our houses. people are concerned about the quality of the drinking water. Please send the appropriate team to inspect this problem.,water_supply,v3_natural_augmentation
The area is affected by chemical odor outside our building. Please investigate this issue.,environment,v2_original
The road surface is damaged due to failed street repair near the public market. The problem has been continuing for some time.,roads,v2_original
Residents are requesting action regarding bulk-missed collection outside our building.,garbage,v2_original
We would like to report pothole close to the town centre.,roads,v2_original
Please inspect the drain because of sewage odor in our neighbourhood.,drainage,v2_original
plastic and household rubbish have been dumped near the junction.,garbage,v3_natural_augmentation
We are experiencing an electrical problem involving power outage close to the town centre. This issue needs urgent attention.,electricity,v2_original
The electrical system needs attention because of wiring near our house. This issue needs urgent attention.,electricity,v2_original
We are experiencing a problem where water is collecting because the drainage outlet is blocked near the junction. residents are worried about repeated flooding. Please arrange an inspection.,drainage,v3_natural_augmentation
People in the area are affected by wiring near the school. We would appreciate assistance with this problem.,electricity,v2_original
Hydrant Leaking is affecting the local water supply along the roadside. This is causing inconvenience to the public.,water_supply,v2_original
Residents report that a nearby activity is causing severe air pollution at the village entrance.,environment,v3_natural_augmentation
the asphalt surface is breaking apart beside the public road. Please resolve this issue as soon as possible.,roads,v3_natural_augmentation
Vehicles are being affected by broken curb in our neighbourhood. The problem has been continuing for some time.,roads,v2_original
Residents have reported damp spot along the roadside. This is causing inconvenience to the public.,water_supply,v2_original
Please inspect the electrical issue involving lamppost knocked down close to the bus stop.,electricity,v2_original
The road needs attention because of pothole - highway along the roadside. We would appreciate assistance with this problem.,roads,v2_original
Residents are concerned about curb defect-metal protruding near the junction. This issue needs urgent attention.,roads,v2_original
large amounts of dust are affecting the surrounding area near our houses. Please send the appropriate team to inspect this problem.,environment,v3_natural_augmentation
"Vehicles are being affected by rough, pitted or cracked roads near the school. We would appreciate assistance with this problem.",roads,v2_original
We are experiencing an electrical problem involving street light out near the public market. Please send the responsible team to inspect the area.,electricity,v2_original
"Residents are requesting action regarding air: odor/fumes, vehicle idling near our house. This issue needs urgent attention.",environment,v2_original
We would like to report that a strong chemical smell is coming from a nearby property outside our building.,environment,v3_natural_augmentation
The electricity service has a problem with power outage on the main road. Please send the responsible team to inspect the area.,electricity,v2_original
Residents have complained about loose rubbish near our house.,garbage,v2_original
Residents are reporting culvert blocked/needs cleaning in our neighbourhood. Please arrange an inspection.,drainage,v2_original
"The area is affected by air: dust, construction/demolition close to the bus stop. Please arrange an inspection.",environment,v2_original
"in the residential area, the drinking water has become discoloured.",water_supply,v3_natural_augmentation
Residents report that the roadside drain is completely blocked in our neighbourhood.,drainage,v3_natural_augmentation
We are experiencing a problem where several street lamps are completely dark close to the bus stop. people are concerned that someone could receive an electric shock. We would appreciate prompt assistance.,electricity,v3_natural_augmentation
We need assistance with sewer backup close to the bus stop. This is causing inconvenience to the public.,drainage,v2_original
"in the residential area, sparks are coming from an electrical connection. people are concerned that someone could receive an electric shock. Residents would like this problem resolved.",electricity,v3_natural_augmentation
Residents report that the street light is not working in our neighbourhood.,electricity,v3_natural_augmentation
The drainage system is affected by culvert blocked/needs cleaning in our neighbourhood. Please arrange an inspection.,drainage,v2_original
People living nearby have noticed that the supplied water has a strange smell beside the public road. the problem is affecting several nearby homes. Please investigate this problem.,water_supply,v3_natural_augmentation
Residents have complained about street cond/dump-out/drop-off close to the town centre. Please send the responsible team to inspect the area.,garbage,v2_original
"The area is affected by air: smoke, chimney or vent near the public market.",environment,v2_original
The water service is affected by heavy flow near our house. This issue needs urgent attention.,water_supply,v2_original
Our area is facing heavy flow near the junction.,water_supply,v2_original
People in the area are affected by electrical wiring defective/exposed near the public market. This is causing inconvenience to the public.,electricity,v2_original
We are experiencing an electrical problem involving lamppost knocked down close to the town centre.,electricity,v2_original
People living nearby have noticed that discarded waste is blocking part of the walkway near the community centre. children and pedestrians have to pass close to the rubbish. Residents would like this problem resolved.,garbage,v3_natural_augmentation
Please inspect the electrical issue involving no lighting in our neighbourhood. This is causing inconvenience to the public.,electricity,v2_original
"We have noticed air: odor/fumes, vehicle idling outside our building. Please arrange an inspection.",environment,v2_original
the storm drain is not clearing rainwater in our neighbourhood. pedestrians cannot use the walkway properly. The responsible department should inspect the area.,drainage,v3_natural_augmentation
Residents have reported that there is a strong unpleasant industrial odour near our houses. the problem is affecting the surrounding environment. Please send the appropriate team to inspect this problem.,environment,v3_natural_augmentation
Sewer Backup is causing drainage problems near the junction.,drainage,v2_original
Please send a technician because of lamppost knocked down in the residential area. Please investigate this issue.,electricity,v2_original
We are experiencing slow leak near the hospital. Residents are requesting assistance.,water_supply,v2_original
The community would like to report that there is a broken curb beside the road at the village entrance. the damaged surface is becoming worse every day. Please address this issue.,roads,v3_natural_augmentation
People nearby have complained about chemical vapors/gases/odors near the school.,environment,v2_original
Please investigate the water problem caused by damp spot outside our building. Please resolve this problem as soon as possible.,water_supply,v2_original
Our area is facing unknown odor/taste in drinking water near the school. The problem has been continuing for some time.,water_supply,v2_original
The community would like to report that there is an abandoned pile of waste near the junction. residents are worried about hygiene problems. Please address this issue.,garbage,v3_natural_augmentation
There is sewer or drain near the public market. Please take the necessary action.,drainage,v2_original
There is a public complaint because the culvert appears to be blocked near the community centre. the area floods whenever it rains. The responsible department should inspect the area.,drainage,v3_natural_augmentation
We are experiencing hydrant leaking near the hospital. Please resolve this problem as soon as possible.,water_supply,v2_original
Residents are reporting manhole overflow close to the town centre. The problem has been continuing for some time.,drainage,v2_original
There is improper disposal in the residential area. Please arrange an inspection.,garbage,v2_original
We have noticed ventilation near the hospital. Please take the necessary action.,environment,v2_original
Dirty Water is affecting the local water supply near the hospital.,water_supply,v2_original
The area is affected by ventilation near our house. The problem has been continuing for some time.,environment,v2_original
The drainage system is affected by sewer backup near the school.,drainage,v2_original
There is a public complaint because a strong chemical smell is coming from a nearby property beside the public road. residents are requesting an environmental inspection. Please investigate this problem.,environment,v3_natural_augmentation
The electrical system needs attention because of no lighting in our neighbourhood. This issue needs urgent attention.,electricity,v2_original
We are experiencing a problem where water is collecting because the drainage outlet is blocked near the school. stagnant water is remaining for several days. We would appreciate prompt assistance.,drainage,v3_natural_augmentation
The electricity service has a problem with lighting in our neighbourhood.,electricity,v2_original
There is multiple street lights out near the public market. The problem has been continuing for some time.,electricity,v2_original
Failed Street Repair is causing difficulties for vehicles near the school. Please investigate this issue.,roads,v2_original
"near the community centre, the road surface has deteriorated.",roads,v3_natural_augmentation
"along the main road, there is a large pothole. drivers have to suddenly avoid the damaged area.",roads,v3_natural_augmentation
Please inspect the drain because of ponding near the junction. Please send the responsible team to inspect the area.,drainage,v2_original
The area needs cleaning because of missed collection near our house.,garbage,v2_original
Residents have complained about missed recycling-all materials near the public market. Please send the responsible team to inspect the area.,garbage,v2_original
The drain is causing problems because of sewage leak near the hospital. Residents are requesting assistance.,drainage,v2_original
We are experiencing a problem where the drinking water has become discoloured near the junction. the problem is affecting several nearby homes. Please address this issue.,water_supply,v3_natural_augmentation
"near the community centre, the neighbourhood has had no running water. families are struggling without a reliable water supply. We would appreciate prompt assistance.",water_supply,v3_natural_augmentation
"Please investigate unsafe chemical, abandoned close to the bus stop.",environment,v2_original
Please resolve the drainage issue involving ponding close to the town centre.,drainage,v2_original
There is missed recycling-all materials near the school. Please investigate this issue.,garbage,v2_original
People in the area are experiencing damp spot close to the town centre.,water_supply,v2_original
Residents have reported that chemical fumes are spreading through the area along the main road. residents are requesting an environmental inspection. The responsible department should inspect the area.,environment,v3_natural_augmentation
Please inspect the drain because of sewage leak outside our building. Please take the necessary action.,drainage,v2_original
The road has defective hardware close to the bus stop. This is causing inconvenience to the public.,roads,v2_original
Vehicles are being affected by failed street repair close to the town centre. Residents are requesting assistance.,roads,v2_original
We are experiencing a problem where the garbage collection has been missed repeatedly at the village entrance. the waste is creating an unhealthy environment. Please send the appropriate team to inspect this problem.,garbage,v3_natural_augmentation
"close to the local clinic, floodwater is building up because the drain is blocked. residents are worried about repeated flooding. Please resolve this issue as soon as possible.",drainage,v3_natural_augmentation
We would like to report that the storm drain is not clearing rainwater near our houses.,drainage,v3_natural_augmentation
Garbage collection is affected by missed recycling paper in the residential area.,garbage,v2_original
Please inspect the electrical issue involving lamppost knocked down close to the bus stop. Please resolve this problem as soon as possible.,electricity,v2_original
Please repair failed street repair on the main road. Please arrange an inspection.,roads,v2_original
the public garbage bin is overflowing near the community centre. a strong bad smell is spreading nearby. Residents are requesting assistance.,garbage,v3_natural_augmentation
Leak is affecting the local water supply near the junction.,water_supply,v2_original
The road needs attention because of failed street repair outside our building.,roads,v2_original
Please address dirty area/alleyway on the main road. Please resolve this problem as soon as possible.,garbage,v2_original
We are experiencing a problem where wastewater appears to be polluting the surrounding land outside our building. children and elderly residents are being exposed. Please investigate this problem.,environment,v3_natural_augmentation
Residents are reporting street flooding on the main road.,drainage,v2_original
The drain is causing problems because of manhole overflow close to the bus stop. Please send the responsible team to inspect the area.,drainage,v2_original
Residents have complained about improper disposal near the public market. Please investigate this issue.,garbage,v2_original
the culvert appears to be blocked in our neighbourhood. water is entering nearby properties. Please resolve this issue as soon as possible.,drainage,v3_natural_augmentation
LIGHTING is affecting the area near the junction. We would appreciate assistance with this problem.,electricity,v2_original
"beside the public road, waste has been dumped beside the public walkway. the garbage is spreading onto the surrounding area.",garbage,v3_natural_augmentation
the drinking water has become discoloured at the village entrance.,water_supply,v3_natural_augmentation
The electrical system needs attention because of power outage in the residential area.,electricity,v2_original
There is an environmental issue involving chemical spill/release near our house. Please send the responsible team to inspect the area.,environment,v2_original
The drain is causing problems because of ponding outside our building.,drainage,v2_original
There appears to be lamppost knocked down near the school. Please arrange an inspection.,electricity,v2_original
Residents have reported that heavy smoke is affecting nearby houses in our neighbourhood. the problem is affecting the surrounding environment. The responsible department should inspect the area.,environment,v3_natural_augmentation
"close to the town centre, the road surface is badly damaged.",roads,v3_natural_augmentation
Residents have reported multiple street lights out near the public market. Please resolve this problem as soon as possible.,electricity,v2_original
the drinking water looks cloudy beside the public road. Residents are requesting assistance.,water_supply,v3_natural_augmentation
Please investigate the water problem caused by unknown odor/taste in drinking water outside our building.,water_supply,v2_original
People living nearby have noticed that the street light is not working along the main road. the damaged equipment could become dangerous. Please arrange an inspection.,electricity,v3_natural_augmentation
The area needs cleaning because of bulk-missed recy collection near our house. This issue needs urgent attention.,garbage,v2_original
People living nearby have noticed that rainwater cannot flow through the drain outside the hospital. dirty water is collecting around nearby houses. We would appreciate prompt assistance.,drainage,v3_natural_augmentation
The road has failed street repair near the junction. We would appreciate assistance with this problem.,roads,v2_original
Please inspect the electrical issue involving power outage near our house. Please take the necessary action.,electricity,v2_original
"Please investigate air: smoke, chimney or vent near the public market.",environment,v2_original
Residents have complained about missed recycling-all materials near the hospital.,garbage,v2_original
Please address missed collection close to the bus stop.,garbage,v2_original
Residents are concerned about air: other air problem near the school. This issue needs urgent attention.,environment,v2_original
Please arrange cleaning because of receptacle violation in our neighbourhood. This is causing inconvenience to the public.,garbage,v2_original
Residents have complained about bulk-missed collection near our house. Please investigate this issue.,garbage,v2_original
We would like to report pothole - highway on the main road. Please take the necessary action.,roads,v2_original
People in the area are experiencing damp spot close to the town centre. Please resolve this problem as soon as possible.,water_supply,v2_original
The drainage system is affected by sewer backup near the hospital. Please resolve this problem as soon as possible.,drainage,v2_original
We are experiencing a problem where rotting garbage has accumulated near the school. the area has become very dirty and unpleasant. We would appreciate prompt assistance.,garbage,v3_natural_augmentation
chemical fumes are spreading through the area in the residential area. residents are requesting an environmental inspection. Residents would like this problem resolved.,environment,v3_natural_augmentation
Vehicles are being affected by wear & tear close to the town centre. We would appreciate assistance with this problem.,roads,v2_original
a roadside gutter is completely obstructed near the railway station.,drainage,v3_natural_augmentation
People in the area are affected by lamppost wire exposed outside our building.,electricity,v2_original
"Please inspect the environmental issue involving unsafe chemical, storage near the junction. Please send the responsible team to inspect the area.",environment,v2_original
Garbage collection is affected by missed recycling paper near our house.,garbage,v2_original
Please check the water system because of dirty water near the public market. Please investigate this issue.,water_supply,v2_original
Please resolve the drainage issue involving manhole overflow near the junction. We would appreciate assistance with this problem.,drainage,v2_original
"along the main road, the drinking water looks cloudy.",water_supply,v3_natural_augmentation
We are experiencing a problem where several street lamps are completely dark near the playground. pedestrians may be at risk. Residents would like this problem resolved.,electricity,v3_natural_augmentation
Please send a technician because of outlet/switch outside our building. Please investigate this issue.,electricity,v2_original
The area is affected by chemical odor near the public market.,environment,v2_original
There is a public complaint because a large pile of garbage has accumulated outside the hospital. the garbage is spreading onto the surrounding area. We would appreciate prompt assistance.,garbage,v3_natural_augmentation
There is broken curb near the public market. Please investigate this issue.,roads,v2_original
Residents have complained about missed collection near the hospital. Please arrange an inspection.,garbage,v2_original
Residents have reported wiring close to the bus stop. Residents are requesting assistance.,electricity,v2_original
"Please investigate unsafe chemical, abandoned close to the town centre.",environment,v2_original
"Residents are requesting action regarding air: dust, construction/demolition near the junction. Residents are requesting assistance.",environment,v2_original
The community would like to report that the electricity supply keeps cutting out close to the local clinic. residents are worried about electrical safety. Residents are requesting assistance.,electricity,v3_natural_augmentation
Wastewater problems have occurred due to street flooding near the junction. This issue needs urgent attention.,drainage,v2_original
People in the area are affected by street light lamp dim near the junction. Please investigate this issue.,electricity,v2_original
Residents have reported lamppost wire exposed near the junction. Please take the necessary action.,electricity,v2_original
There is improper disposal in our neighbourhood. Please send the responsible team to inspect the area.,garbage,v2_original
Please investigate the water problem caused by dirty water near our house.,water_supply,v2_original
We need assistance with street flooding in the residential area. We would appreciate assistance with this problem.,drainage,v2_original
The community would like to report that residents are experiencing repeated power failures close to the town centre. people are concerned that someone could receive an electric shock. Residents would like this problem resolved.,electricity,v3_natural_augmentation
The electricity service has a problem with street light out outside our building. Please arrange an inspection.,electricity,v2_original
several bags of garbage are lying in the open near the playground. the garbage is spreading onto the surrounding area.,garbage,v3_natural_augmentation
"This environmental problem involves air: dust, other on the main road.",environment,v2_original
"near the school, several houses are not receiving water. the problem is affecting several nearby homes.",water_supply,v3_natural_augmentation
The road needs attention because of pothole near our house. Please arrange an inspection.,roads,v2_original
Missed Recycling-All Materials is creating an unsanitary condition near the public market. This issue needs urgent attention.,garbage,v2_original
"People nearby have complained about oil spill on street, large close to the bus stop. This is causing inconvenience to the public.",environment,v2_original
Defective Hardware is causing difficulties for vehicles in the residential area.,roads,v2_original
"Residents are requesting action regarding air: smoke, vehicular in the residential area.",environment,v2_original
The electrical system needs attention because of multiple street lights out near the junction. We would appreciate assistance with this problem.,electricity,v2_original
The road needs attention because of cave-in in our neighbourhood. We would appreciate assistance with this problem.,roads,v2_original
Residents have reported that a large amount of rubbish is scattered around in the residential area. residents are worried about hygiene problems. Please send the appropriate team to inspect this problem.,garbage,v3_natural_augmentation
Waste has become a problem due to dirty sidewalk on the main road. This is causing inconvenience to the public.,garbage,v2_original
People in the area are affected by wiring outside our building.,electricity,v2_original
The area needs cleaning because of bulk-missed collection near the school. Residents are requesting assistance.,garbage,v2_original
This environmental problem involves asbestos complaint near the public market.,environment,v2_original
Residents report that waste has been dumped beside the public walkway outside the hospital.,garbage,v3_natural_augmentation
We are experiencing a problem where the road surface has deteriorated near the junction. residents are concerned about possible accidents. Please resolve this issue as soon as possible.,roads,v3_natural_augmentation
We are experiencing a problem where several street lamps are completely dark near the school. the electrical fault needs to be inspected. Please arrange an inspection.,electricity,v3_natural_augmentation
There is sewer or drain along the roadside. Please send the responsible team to inspect the area.,drainage,v2_original
Residents have reported that there is a broken curb beside the road near the junction. residents are concerned about possible accidents. Please take the necessary action.,roads,v3_natural_augmentation
Vehicles are being affected by defective hardware along the roadside. Please send the responsible team to inspect the area.,roads,v2_original
Residents report that large numbers of mosquitoes are affecting residents near the community centre.,environment,v3_natural_augmentation
several houses are not receiving water near the playground. Please investigate this problem.,water_supply,v3_natural_augmentation
The road has pothole - highway in our neighbourhood. Please resolve this problem as soon as possible.,roads,v2_original
"Please inspect the environmental issue involving air: dust, construction/demolition on the main road. Please investigate this issue.",environment,v2_original
a live electrical cable appears to be exposed at the village entrance.,electricity,v3_natural_augmentation
"Oil Spill On Street, Small is affecting the surrounding environment near the hospital. This issue needs urgent attention.",environment,v2_original
We would like to report that there is a major leak in the water line close to the local clinic.,water_supply,v3_natural_augmentation
The community would like to report that a utility pole is leaning towards the road outside the hospital. the damaged equipment could become dangerous. We would appreciate prompt assistance.,electricity,v3_natural_augmentation
The electricity service has a problem with multiple street lights out along the roadside. Please arrange an inspection.,electricity,v2_original
This environmental problem involves asbestos complaint close to the town centre. The problem has been continuing for some time.,environment,v2_original
"Rough, Pitted or Cracked Roads is causing difficulties for vehicles in the residential area. We would appreciate assistance with this problem.",roads,v2_original
Please arrange cleaning because of receptacle violation in our neighbourhood.,garbage,v2_original
The community would like to report that discarded waste is blocking part of the walkway near the hospital. the waste is creating an unhealthy environment. Please send the appropriate team to inspect this problem.,garbage,v3_natural_augmentation
Residents report that a large amount of rubbish is scattered around near the playground.,garbage,v3_natural_augmentation
Missed Recycling - M/G/Pl is creating an unsanitary condition in the residential area. Please send the responsible team to inspect the area.,garbage,v2_original
water service has been interrupted close to the town centre. Residents would like this problem resolved.,water_supply,v3_natural_augmentation
Please resolve the drainage issue involving catch basin clogged/flooding close to the bus stop. This issue needs urgent attention.,drainage,v2_original
People in the area are affected by outlet/switch close to the town centre.,electricity,v2_original
a manhole is overflowing along the main road. residents are worried about repeated flooding. Residents would like this problem resolved.,drainage,v3_natural_augmentation
We would like to report cave-in close to the town centre.,roads,v2_original
a roadside gutter is completely obstructed at the village entrance. rainwater is spreading across the road. Please resolve this issue as soon as possible.,drainage,v3_natural_augmentation
People in the area are affected by street light lamp dim along the roadside. We would appreciate assistance with this problem.,electricity,v2_original
