complaint_text,priority
A drain cover is slightly loose but still in place near our houses.,low
A small amount of litter is scattered near a bus stop in our neighbourhood. Residents noticed the problem this morning.,low
We have noticed that a small patch of the road surface has become uneven close to the playground. Several nearby residents have raised concerns.,low
Residents have noticed that a water main failure has flooded the entrance to a hospital near the public market. The condition becomes worse during busy periods.,high
There is a problem where an exposed electrical cable is hanging low where pedestrians can reach it on the main road. The problem can be seen clearly from the roadside.,high
Residents have noticed that sewage is flowing into several homes from an overflowing manhole near the public market. The issue is affecting normal use of the area.,high
We have noticed that a public bin is partly full but not overflowing at the main junction.,low
We have noticed that construction dust is affecting nearby shops and homes throughout the day along the roadside. The problem has continued despite recent rainfall.,medium
People in the area are reporting that sewage is flowing into several homes from an overflowing manhole near the hospital.,high
We have noticed that water supply has been unavailable to a neighbourhood since yesterday near the town centre.,medium
There is a small amount of dust near a construction site at the main junction. The issue has been reported by households nearby.,low
There is a problem where an exposed electrical cable is hanging low where pedestrians can reach it in our neighbourhood. The condition becomes worse during busy periods.,high
A local issue has developed where construction dust is affecting nearby shops and homes throughout the day near the town centre. The problem has continued despite recent rainfall.,medium
People in the area are reporting that smoke from a nearby workshop is entering nearby houses near the community hall. The problem can be seen clearly from the roadside.,medium
Residents have noticed that one lamp flickers occasionally during the evening near our houses. People in the area have reported the same issue.,low
Residents have noticed that thick smoke is causing breathing difficulty among nearby residents near the community hall. The issue is affecting normal use of the area.,high
People in the area are reporting that a major water pipe has burst and water is entering nearby houses along the roadside. The condition becomes worse during busy periods.,high
The situation involves a sewer blockage is creating a strong smell across several nearby properties near our houses.,medium
A local issue has developed where a shallow puddle forms after light rain near the hospital.,low
We have noticed that floodwater has entered houses and is continuing to rise close to the bus stop.,high
The situation involves part of a roadside retaining wall has collapsed onto the traffic lane at the main junction. Residents noticed the problem this morning.,high
Residents have noticed that part of a roadside retaining wall has collapsed onto the traffic lane at the main junction. Residents noticed the problem this morning.,high
The situation involves a small crack has appeared along the edge of a side road in our neighbourhood.,low
We have noticed that several street lights along one road are not working close to the bus stop. Residents noticed the problem this morning.,medium
The road surface is damaged in several places and motorcycles are having difficulty passing at the main junction.,medium
People in the area are reporting that part of a roadside retaining wall has collapsed onto the traffic lane near the public market. The problem can be seen clearly from the roadside.,high
People in the area are reporting that water supply has been unavailable to a neighbourhood since yesterday near the public market.,medium
The situation involves a roadside drain has some leaves and sediment inside it on the main road. The problem has continued despite recent rainfall.,low
We have noticed that a minor water leak is dripping from a public pipe near the public market.,low
There is a problem where a shallow puddle forms after light rain near the community hall.,low
A local issue has developed where a large public waste bin is overflowing onto the pavement near our houses.,medium
The situation involves a sewer blockage is creating a strong smell across several nearby properties on the main road.,medium
The situation involves a public bin is partly full but not overflowing near the public market.,low
People in the area are reporting that a roadside drain has some leaves and sediment inside it near the school. The condition has remained unchanged since yesterday.,low
People in the area are reporting that a small amount of litter is scattered near a bus stop on the main road. The issue has been reported by households nearby.,low
A shallow puddle forms after light rain close to the bus stop. Residents noticed the problem this morning.,low
There is a problem where garbage collection has been missed for several days and waste is accumulating on the main road.,medium
A local issue has developed where part of a roadside retaining wall has collapsed onto the traffic lane in our neighbourhood.,high
The situation involves a single street sign area has minor surface damage near the hospital. Residents noticed the problem this morning.,low
Residents have noticed that sewage is flowing into several homes from an overflowing manhole close to the bus stop. The problem can be seen clearly from the roadside.,high
People in the area are reporting that tap water has a slight unusual smell but remains available near the public market. The issue is affecting normal use of the area.,low
There is a problem where a roadside drain is blocked and rainwater is collecting across part of the road on the main road.,medium
There is a problem where a few garbage bags are waiting at the normal collection point close to the playground. Several nearby residents have raised concerns.,low
There is a problem where a fallen power cable is lying across a pedestrian path near the hospital.,high
Residents have noticed that a shallow puddle forms after light rain on the main road.,low
There is a problem where several potholes are making vehicles slow down on the main road in our neighbourhood.,medium
A local issue has developed where construction dust is affecting nearby shops and homes throughout the day along the roadside.,medium
A local issue has developed where a section of road has sunk and vehicles must drive around it near the community hall. The issue has been reported by households nearby.,medium
Residents have noticed that an exposed electrical cable is hanging low where pedestrians can reach it at the main junction. The condition has remained unchanged since yesterday.,high
A damaged electrical pole is leaning over a busy road close to the bus stop. The problem has continued despite recent rainfall.,high
Residents have noticed that a chemical liquid has leaked onto a public road beside residential buildings near the public market.,high
Residents have noticed that wastewater is overflowing from a drain onto the roadside at the main junction. The problem can be seen clearly from the roadside.,medium
Floodwater has entered houses and is continuing to rise close to the bus stop. People passing through the area are being affected.,high
The situation involves electrical wires are sparking beside a crowded pedestrian area close to the playground.,high
We have noticed that water pressure is too low for many houses in the area near the public market.,medium
We have noticed that a small crack has appeared along the edge of a side road close to the playground. People in the area have reported the same issue.,low
We have noticed that a damaged electrical pole is leaning over a busy road near the school. Several nearby residents have raised concerns.,high
There is a problem where a small crack has appeared along the edge of a side road near the hospital. People passing through the area are being affected.,low
Residents have noticed that a few garbage bags are waiting at the normal collection point near our houses.,low
A local issue has developed where sewage is flowing into several homes from an overflowing manhole near the public market.,high
There is a problem where water supply has been unavailable to a neighbourhood since yesterday near the public market. People in the area have reported the same issue.,medium
Residents have noticed that a minor water leak is dripping from a public pipe at the main junction.,low
A curb has a small chipped section along the roadside. The problem can be seen clearly from the roadside.,low
The situation involves smoke from a nearby workshop is entering nearby houses near the hospital.,medium
People in the area are reporting that several potholes are making vehicles slow down on the main road near the public market. The issue has been reported by households nearby.,medium
The situation involves a deep hole has opened across most of the traffic lane near a blind bend near the hospital. The problem can be seen clearly from the roadside.,high
We have noticed that thick smoke is causing breathing difficulty among nearby residents near the public market. People in the area have reported the same issue.,high
Residents have noticed that a large public waste bin is overflowing onto the pavement near the school.,medium
The situation involves several potholes are making vehicles slow down on the main road along the roadside.,medium
A local issue has developed where electrical wires are sparking beside a crowded pedestrian area near our houses.,high
A single street sign area has minor surface damage near the hospital. The condition has remained unchanged since yesterday.,low
Residents have noticed that a damaged electrical pole is leaning over a busy road on the main road.,high
People in the area are reporting that construction dust is affecting nearby shops and homes throughout the day in our neighbourhood. The issue is affecting normal use of the area.,medium
The road surface is damaged in several places and motorcycles are having difficulty passing near the hospital. The issue has been reported by households nearby.,medium
A local issue has developed where a single street sign area has minor surface damage near the community hall. The issue has been reported by households nearby.,low
There is a problem where electrical wires are sparking beside a crowded pedestrian area near the community hall. Several nearby residents have raised concerns.,high
Sewage is spreading across a school access road near the public market. The condition becomes worse during busy periods.,high
We have noticed that floodwater has entered houses and is continuing to rise near the hospital. The problem can be seen clearly from the roadside.,high
People in the area are reporting that a large section of road has collapsed beside a school entrance near the town centre.,high
We have noticed that construction dust is affecting nearby shops and homes throughout the day near the hospital. People in the area have reported the same issue.,medium
We have noticed that sewage is flowing into several homes from an overflowing manhole in our neighbourhood.,high
There is a problem where a minor water leak is dripping from a public pipe along the roadside.,low
There is a problem where smoke from a nearby workshop is entering nearby houses close to the bus stop. The issue has been reported by households nearby.,medium
The situation involves sewage is spreading across a school access road close to the bus stop. People passing through the area are being affected.,high
The situation involves a large public waste bin is overflowing onto the pavement near our houses. The issue is affecting normal use of the area.,medium
A local issue has developed where the road surface is damaged in several places and motorcycles are having difficulty passing near our houses.,medium
A deep hole has opened across most of the traffic lane near a blind bend near the town centre. People in the area have reported the same issue.,high
A small crack has appeared along the edge of a side road at the main junction.,low
The situation involves a section of road has sunk and vehicles must drive around it near our houses.,medium
There is a problem where tap water has a slight unusual smell but remains available in our neighbourhood. The condition has remained unchanged since yesterday.,low
A local issue has developed where sewage is flowing into several homes from an overflowing manhole close to the bus stop.,high
Residents have noticed that a few garbage bags are waiting at the normal collection point near the community hall.,low
Smoke from a nearby workshop is entering nearby houses near the public market. The condition becomes worse during busy periods.,medium
We have noticed that a drain cover is slightly loose but still in place close to the playground. The problem can be seen clearly from the roadside.,low
Garbage collection has been missed for several days and waste is accumulating near our houses.,medium
People in the area are reporting that a small patch of the road surface has become uneven close to the playground. The problem can be seen clearly from the roadside.,low
There is a problem where a curb has a small chipped section near the public market. The condition has remained unchanged since yesterday.,low
A local issue has developed where a roadside drain has some leaves and sediment inside it near our houses.,low
A section of road has sunk and vehicles must drive around it in our neighbourhood. People passing through the area are being affected.,medium
There is a problem where a sewer blockage is creating a strong smell across several nearby properties in our neighbourhood. The issue has been reported by households nearby.,medium
The situation involves a shallow puddle forms after light rain near the town centre. The condition becomes worse during busy periods.,low
Residents have noticed that a single street sign area has minor surface damage at the main junction.,low
A damaged electrical pole is leaning over a busy road near the school. The problem can be seen clearly from the roadside.,high
A local issue has developed where water supply has been unavailable to a neighbourhood since yesterday near the community hall. The problem has continued despite recent rainfall.,medium
A local issue has developed where construction dust is affecting nearby shops and homes throughout the day in our neighbourhood. The condition becomes worse during busy periods.,medium
There is a problem where a roadside drain is blocked and rainwater is collecting across part of the road near the public market. The issue has been reported by households nearby.,medium
The situation involves several potholes are making vehicles slow down on the main road close to the playground.,medium
A major water pipe has burst and water is entering nearby houses near the hospital. The problem can be seen clearly from the roadside.,high
A local issue has developed where one lamp flickers occasionally during the evening near the town centre. People passing through the area are being affected.,low
We have noticed that tap water has a slight unusual smell but remains available near the hospital.,low
People in the area are reporting that a deep hole has opened across most of the traffic lane near a blind bend near the community hall. The problem has continued despite recent rainfall.,high
A local issue has developed where construction dust is affecting nearby shops and homes throughout the day near the public market.,medium
Garbage collection has been missed for several days and waste is accumulating near the community hall. The condition becomes worse during busy periods.,medium
A local issue has developed where a large public waste bin is overflowing onto the pavement near the hospital. People in the area have reported the same issue.,medium
The situation involves a small patch of the road surface has become uneven on the main road.,low
We have noticed that a roadside drain has some leaves and sediment inside it near the town centre.,low
People in the area are reporting that a minor water leak is dripping from a public pipe near the community hall.,low
There is a problem where a chemical liquid has leaked onto a public road beside residential buildings along the roadside. The condition becomes worse during busy periods.,high
Residents have noticed that a fallen power cable is lying across a pedestrian path close to the bus stop.,high
There is a problem where a large section of road has collapsed beside a school entrance in our neighbourhood.,high
The situation involves there is a small amount of dust near a construction site near the hospital. People in the area have reported the same issue.,low
One street lamp is dim but still provides some light close to the playground. The condition becomes worse during busy periods.,low
We have noticed that a single street sign area has minor surface damage close to the bus stop.,low
People in the area are reporting that a small patch of the road surface has become uneven near the school.,low
A local issue has developed where one street lamp is dim but still provides some light near the town centre. The problem can be seen clearly from the roadside.,low
Residents have noticed that a small crack has appeared along the edge of a side road near the hospital.,low
Residents have noticed that a small patch of the road surface has become uneven along the roadside. The issue is affecting normal use of the area.,low
The situation involves a section of road has sunk and vehicles must drive around it along the roadside. The problem has continued despite recent rainfall.,medium
Residents have noticed that garbage collection has been missed for several days and waste is accumulating near the town centre. Residents noticed the problem this morning.,medium
There is a small amount of dust near a construction site in our neighbourhood.,low
We have noticed that water supply has been unavailable to a neighbourhood since yesterday close to the bus stop. The condition has remained unchanged since yesterday.,medium
Thick smoke is causing breathing difficulty among nearby residents close to the bus stop.,high
There is a problem where dense smoke from a nearby facility is causing residents to leave their homes near the town centre.,high
Construction dust is affecting nearby shops and homes throughout the day near the town centre.,medium
People in the area are reporting that one street lamp is dim but still provides some light close to the bus stop.,low
Residents have noticed that a roadside drain has some leaves and sediment inside it close to the bus stop. The issue has been reported by households nearby.,low
Garbage collection has been missed for several days and waste is accumulating near the community hall.,medium
The situation involves electrical wires are sparking beside a crowded pedestrian area near the community hall.,high
Residents have noticed that floodwater has entered houses and is continuing to rise along the roadside.,high
There is a problem where a large section of road has collapsed beside a school entrance near our houses. The condition becomes worse during busy periods.,high
The situation involves water pressure is too low for many houses in the area close to the playground. The condition has remained unchanged since yesterday.,medium
A local issue has developed where a small amount of litter is scattered near a bus stop close to the playground. The issue is affecting normal use of the area.,low
We have noticed that a small crack has appeared along the edge of a side road near the town centre. The problem has continued despite recent rainfall.,low
People in the area are reporting that a small amount of litter is scattered near a bus stop on the main road.,low
Residents have noticed that construction dust is affecting nearby shops and homes throughout the day near our houses.,medium
Wastewater is overflowing from a drain onto the roadside near the school.,medium
There is a problem where a roadside drain has some leaves and sediment inside it near the town centre. The issue has been reported by households nearby.,low
People in the area are reporting that a section of road has sunk and vehicles must drive around it close to the playground. The issue has been reported by households nearby.,medium
Smoke from a nearby workshop is entering nearby houses near the community hall.,medium
An exposed electrical cable is hanging low where pedestrians can reach it near our houses.,high
Garbage collection has been missed for several days and waste is accumulating close to the bus stop. Several nearby residents have raised concerns.,medium
The situation involves a small amount of litter is scattered near a bus stop in our neighbourhood. The condition has remained unchanged since yesterday.,low
There is a problem where a curb has a small chipped section in our neighbourhood.,low
A local issue has developed where electrical wires are sparking beside a crowded pedestrian area at the main junction. Residents noticed the problem this morning.,high
There is a problem where a water main failure has flooded the entrance to a hospital near our houses.,high
The situation involves a public bin is partly full but not overflowing close to the bus stop.,low
A local issue has developed where a small crack has appeared along the edge of a side road near the public market.,low
A roadside drain has some leaves and sediment inside it on the main road. The problem can be seen clearly from the roadside.,low
Residents have noticed that thick smoke is causing breathing difficulty among nearby residents near the public market.,high
We have noticed that one street lamp is dim but still provides some light near our houses. Residents noticed the problem this morning.,low
There is a problem where a fallen power cable is lying across a pedestrian path near the hospital. The issue is affecting normal use of the area.,high
People in the area are reporting that a shallow puddle forms after light rain near the town centre. The condition becomes worse during busy periods.,low
People in the area are reporting that garbage collection has been missed for several days and waste is accumulating at the main junction. Residents noticed the problem this morning.,medium
A local issue has developed where a sewer blockage is creating a strong smell across several nearby properties near the school.,medium
There is a problem where a drain cover is slightly loose but still in place near the community hall.,low
We have noticed that wastewater is overflowing from a drain onto the roadside near our houses.,medium
An exposed electrical cable is hanging low where pedestrians can reach it in our neighbourhood. The issue has been reported by households nearby.,high
The situation involves a drain cover is slightly loose but still in place near the town centre. The issue has been reported by households nearby.,low
We have noticed that a shallow puddle forms after light rain near the public market. Residents noticed the problem this morning.,low
Residents have noticed that several potholes are making vehicles slow down on the main road close to the bus stop. Several nearby residents have raised concerns.,medium
A major water pipe has burst and water is entering nearby houses near the school. The problem has continued despite recent rainfall.,high
The situation involves a public bin is partly full but not overflowing near our houses. Residents noticed the problem this morning.,low
We have noticed that water supply has been unavailable to a neighbourhood since yesterday near the community hall. The condition has remained unchanged since yesterday.,medium
People in the area are reporting that a roadside drain has some leaves and sediment inside it near the community hall. People in the area have reported the same issue.,low
A local issue has developed where dense smoke from a nearby facility is causing residents to leave their homes close to the playground.,high
People in the area are reporting that wastewater is overflowing from a drain onto the roadside in our neighbourhood. People in the area have reported the same issue.,medium
We have noticed that a single street sign area has minor surface damage near our houses.,low
A local issue has developed where a fallen power cable is lying across a pedestrian path at the main junction.,high
People in the area are reporting that a water pipe is leaking continuously and a large amount of water is being wasted close to the playground. People passing through the area are being affected.,medium
We have noticed that several street lights along one road are not working close to the playground. The problem can be seen clearly from the roadside.,medium
Residents have noticed that a water main failure has flooded the entrance to a hospital near the school. People passing through the area are being affected.,high
Residents have noticed that a small amount of litter is scattered near a bus stop near the town centre.,low
A damaged electrical pole is leaning over a busy road on the main road. Several nearby residents have raised concerns.,high
We have noticed that sewage is flowing into several homes from an overflowing manhole near the community hall.,high
A roadside drain has some leaves and sediment inside it near the community hall. Residents noticed the problem this morning.,low
A local issue has developed where thick smoke is causing breathing difficulty among nearby residents near the public market. Residents noticed the problem this morning.,high
People in the area are reporting that a small patch of the road surface has become uneven near the public market. The issue has been reported by households nearby.,low
Residents have noticed that a roadside drain is blocked and rainwater is collecting across part of the road in our neighbourhood. The issue has been reported by households nearby.,medium
A roadside drain has some leaves and sediment inside it near our houses.,low
We have noticed that one street lamp is dim but still provides some light along the roadside.,low
A small crack has appeared along the edge of a side road on the main road. The problem has continued despite recent rainfall.,low
People in the area are reporting that a public bin is partly full but not overflowing near the public market. The condition becomes worse during busy periods.,low
A minor water leak is dripping from a public pipe near the hospital.,low
Electrical wires are sparking beside a crowded pedestrian area close to the playground.,high
Residents have noticed that sewage is flowing into several homes from an overflowing manhole near the school. The problem can be seen clearly from the roadside.,high
Residents have noticed that several street lights along one road are not working close to the bus stop. The problem has continued despite recent rainfall.,medium
We have noticed that sewage is spreading across a school access road near the hospital.,high
There is a problem where part of a roadside retaining wall has collapsed onto the traffic lane on the main road. The issue is affecting normal use of the area.,high
The situation involves a fallen power cable is lying across a pedestrian path near the town centre. The problem has continued despite recent rainfall.,high
The situation involves construction dust is affecting nearby shops and homes throughout the day near the town centre. The condition has remained unchanged since yesterday.,medium
The situation involves floodwater has entered houses and is continuing to rise near the town centre. The issue is affecting normal use of the area.,high
Residents have noticed that dense smoke from a nearby facility is causing residents to leave their homes near the school. People passing through the area are being affected.,high
A large public waste bin is overflowing onto the pavement on the main road.,medium
We have noticed that a minor water leak is dripping from a public pipe along the roadside. The condition has remained unchanged since yesterday.,low
The situation involves thick smoke is causing breathing difficulty among nearby residents along the roadside.,high
The situation involves there is a small amount of dust near a construction site near our houses.,low
We have noticed that a small patch of the road surface has become uneven on the main road. Several nearby residents have raised concerns.,low
A local issue has developed where floodwater has entered houses and is continuing to rise near the school. People passing through the area are being affected.,high
There is a problem where floodwater has entered houses and is continuing to rise near our houses.,high
People in the area are reporting that several street lights along one road are not working near the public market.,medium
Residents have noticed that tap water has a slight unusual smell but remains available close to the bus stop. People passing through the area are being affected.,low
A fallen power cable is lying across a pedestrian path near the community hall.,high
We have noticed that one lamp flickers occasionally during the evening near the public market.,low
There is a problem where there is a small amount of dust near a construction site near the public market.,low
Residents have noticed that a damaged electrical pole is leaning over a busy road near the community hall.,high
The situation involves several potholes are making vehicles slow down on the main road on the main road. The issue has been reported by households nearby.,medium
A deep hole has opened across most of the traffic lane near a blind bend on the main road. The condition becomes worse during busy periods.,high
There is a problem where a water main failure has flooded the entrance to a hospital near our houses. The problem has continued despite recent rainfall.,high
A local issue has developed where sewage is flowing into several homes from an overflowing manhole near the town centre.,high
There is a problem where floodwater has entered houses and is continuing to rise near the school.,high
People in the area are reporting that repeated electricity interruptions are affecting many houses on the main road.,medium
The situation involves construction dust is affecting nearby shops and homes throughout the day near the town centre.,medium
Residents have noticed that a small crack has appeared along the edge of a side road along the roadside. The problem has continued despite recent rainfall.,low
We have noticed that a small crack has appeared along the edge of a side road near the town centre. The condition has remained unchanged since yesterday.,low
A local issue has developed where a damaged electrical pole is leaning over a busy road on the main road.,high
A shallow puddle forms after light rain near the school. The condition becomes worse during busy periods.,low
Residents have noticed that a large section of road has collapsed beside a school entrance near the school.,high
There is a problem where a large public waste bin is overflowing onto the pavement along the roadside. Several nearby residents have raised concerns.,medium
The situation involves several street lights along one road are not working in our neighbourhood.,medium
Wastewater is overflowing from a drain onto the roadside close to the playground. People in the area have reported the same issue.,medium
Residents have noticed that sewage is flowing into several homes from an overflowing manhole on the main road. The issue is affecting normal use of the area.,high
Residents have noticed that construction dust is affecting nearby shops and homes throughout the day near the town centre. Residents noticed the problem this morning.,medium
A water main failure has flooded the entrance to a hospital close to the playground.,high
A local issue has developed where water supply has been unavailable to a neighbourhood since yesterday near the public market. Several nearby residents have raised concerns.,medium
There is a problem where electrical wires are sparking beside a crowded pedestrian area along the roadside.,high
A local issue has developed where a roadside drain is blocked and rainwater is collecting across part of the road near the school. The issue is affecting normal use of the area.,medium
There is a problem where a drain cover is slightly loose but still in place in our neighbourhood. Residents noticed the problem this morning.,low
A roadside drain is blocked and rainwater is collecting across part of the road near the public market. People in the area have reported the same issue.,medium
Residents have noticed that a single street sign area has minor surface damage near the school.,low
A fallen power cable is lying across a pedestrian path near the public market.,high
A local issue has developed where a few garbage bags are waiting at the normal collection point near the school. The issue has been reported by households nearby.,low
There is a problem where several potholes are making vehicles slow down on the main road close to the playground. The condition becomes worse during busy periods.,medium
There is a problem where garbage collection has been missed for several days and waste is accumulating along the roadside.,medium
Residents have noticed that electrical wires are sparking beside a crowded pedestrian area near the school.,high
A local issue has developed where there is a small amount of dust near a construction site near the community hall.,low
Residents have noticed that a damaged electrical pole is leaning over a busy road near the town centre.,high
A local issue has developed where a deep hole has opened across most of the traffic lane near a blind bend close to the playground.,high
The situation involves a single street sign area has minor surface damage near the hospital. The issue is affecting normal use of the area.,low
Residents have noticed that a small amount of litter is scattered near a bus stop near the hospital. The problem can be seen clearly from the roadside.,low
The situation involves garbage collection has been missed for several days and waste is accumulating close to the playground. The problem can be seen clearly from the roadside.,medium
A local issue has developed where a sewer blockage is creating a strong smell across several nearby properties near the public market.,medium
Residents have noticed that the road surface is damaged in several places and motorcycles are having difficulty passing close to the bus stop. Residents noticed the problem this morning.,medium
People in the area are reporting that a shallow puddle forms after light rain near the town centre. The problem has continued despite recent rainfall.,low
The situation involves a small crack has appeared along the edge of a side road close to the playground. Residents noticed the problem this morning.,low
People in the area are reporting that construction dust is affecting nearby shops and homes throughout the day close to the bus stop.,medium
A local issue has developed where sewage is flowing into several homes from an overflowing manhole near the town centre. People passing through the area are being affected.,high
People in the area are reporting that dense smoke from a nearby facility is causing residents to leave their homes in our neighbourhood.,high
People in the area are reporting that a drain cover is slightly loose but still in place close to the bus stop.,low
A local issue has developed where a large public waste bin is overflowing onto the pavement on the main road. The problem can be seen clearly from the roadside.,medium
We have noticed that a water main failure has flooded the entrance to a hospital near the community hall. The issue has been reported by households nearby.,high
Residents have noticed that a section of road has sunk and vehicles must drive around it along the roadside. People passing through the area are being affected.,medium
A local issue has developed where a water main failure has flooded the entrance to a hospital close to the playground.,high
The situation involves thick smoke is causing breathing difficulty among nearby residents on the main road. The issue has been reported by households nearby.,high
Residents have noticed that one street lamp is dim but still provides some light close to the playground.,low
The situation involves an exposed electrical cable is hanging low where pedestrians can reach it near the community hall. Residents noticed the problem this morning.,high
There is a problem where water pressure is too low for many houses in the area near the town centre. The problem has continued despite recent rainfall.,medium
A large section of road has collapsed beside a school entrance near our houses.,high
Residents have noticed that a minor water leak is dripping from a public pipe in our neighbourhood. The condition becomes worse during busy periods.,low
There is a problem where sewage is spreading across a school access road in our neighbourhood.,high
There is a small amount of dust near a construction site in our neighbourhood. The problem has continued despite recent rainfall.,low
A fallen power cable is lying across a pedestrian path on the main road.,high
People in the area are reporting that dense smoke from a nearby facility is causing residents to leave their homes near our houses. The condition has remained unchanged since yesterday.,high
People in the area are reporting that construction dust is affecting nearby shops and homes throughout the day on the main road.,medium
The situation involves a roadside drain has some leaves and sediment inside it on the main road.,low
Residents have noticed that construction dust is affecting nearby shops and homes throughout the day in our neighbourhood. People passing through the area are being affected.,medium
A local issue has developed where several street lights along one road are not working on the main road.,medium
There is a problem where sewage is flowing into several homes from an overflowing manhole close to the playground. The condition becomes worse during busy periods.,high
People in the area are reporting that the road surface is damaged in several places and motorcycles are having difficulty passing close to the playground.,medium
Residents have noticed that a water main failure has flooded the entrance to a hospital near the community hall. Several nearby residents have raised concerns.,high
The situation involves several potholes are making vehicles slow down on the main road near the community hall.,medium
Residents have noticed that a small patch of the road surface has become uneven in our neighbourhood. The issue has been reported by households nearby.,low
There is a problem where a chemical liquid has leaked onto a public road beside residential buildings close to the playground.,high
We have noticed that a large section of road has collapsed beside a school entrance close to the bus stop. Several nearby residents have raised concerns.,high
We have noticed that a deep hole has opened across most of the traffic lane near a blind bend in our neighbourhood.,high
The situation involves construction dust is affecting nearby shops and homes throughout the day near the community hall. The condition has remained unchanged since yesterday.,medium
The situation involves one street lamp is dim but still provides some light close to the bus stop.,low
The situation involves a sewer blockage is creating a strong smell across several nearby properties in our neighbourhood. The issue is affecting normal use of the area.,medium
We have noticed that water supply has been unavailable to a neighbourhood since yesterday on the main road. The issue is affecting normal use of the area.,medium
A roadside drain has some leaves and sediment inside it in our neighbourhood.,low
The situation involves water supply has been unavailable to a neighbourhood since yesterday close to the bus stop.,medium
Water supply has been unavailable to a neighbourhood since yesterday near the hospital. The issue is affecting normal use of the area.,medium
We have noticed that wastewater is overflowing from a drain onto the roadside in our neighbourhood.,medium
We have noticed that dense smoke from a nearby facility is causing residents to leave their homes near the community hall.,high
People in the area are reporting that thick smoke is causing breathing difficulty among nearby residents near the school. Residents noticed the problem this morning.,high
There is a problem where a small crack has appeared along the edge of a side road on the main road.,low
The situation involves a roadside drain is blocked and rainwater is collecting across part of the road near the town centre. The problem has continued despite recent rainfall.,medium
There is a problem where a deep hole has opened across most of the traffic lane near a blind bend on the main road.,high
Tap water has a slight unusual smell but remains available near the town centre.,low
Construction dust is affecting nearby shops and homes throughout the day near the hospital.,medium
People in the area are reporting that there is a small amount of dust near a construction site along the roadside.,low
People in the area are reporting that part of a roadside retaining wall has collapsed onto the traffic lane in our neighbourhood. The condition becomes worse during busy periods.,high
We have noticed that a sewer blockage is creating a strong smell across several nearby properties near the community hall.,medium
Residents have noticed that tap water has a slight unusual smell but remains available along the roadside. The issue is affecting normal use of the area.,low
People in the area are reporting that a deep hole has opened across most of the traffic lane near a blind bend near the public market.,high
People in the area are reporting that a drain cover is slightly loose but still in place on the main road. The condition becomes worse during busy periods.,low
A single street sign area has minor surface damage near the community hall.,low
We have noticed that a small patch of the road surface has become uneven on the main road. People in the area have reported the same issue.,low
We have noticed that one lamp flickers occasionally during the evening at the main junction.,low
We have noticed that one lamp flickers occasionally during the evening near the hospital.,low
We have noticed that a single street sign area has minor surface damage near the hospital. The problem can be seen clearly from the roadside.,low
There is a problem where part of a roadside retaining wall has collapsed onto the traffic lane in our neighbourhood. The problem can be seen clearly from the roadside.,high
People in the area are reporting that a large public waste bin is overflowing onto the pavement close to the playground.,medium
Smoke from a nearby workshop is entering nearby houses near the town centre. The problem can be seen clearly from the roadside.,medium
Residents have noticed that water supply has been unavailable to a neighbourhood since yesterday near the hospital. Several nearby residents have raised concerns.,medium
The situation involves dense smoke from a nearby facility is causing residents to leave their homes close to the bus stop. The problem has continued despite recent rainfall.,high
A local issue has developed where a water pipe is leaking continuously and a large amount of water is being wasted in our neighbourhood.,medium
The situation involves sewage is spreading across a school access road along the roadside. The problem has continued despite recent rainfall.,high
We have noticed that water supply has been unavailable to a neighbourhood since yesterday close to the bus stop. The problem can be seen clearly from the roadside.,medium
There is a problem where water pressure is too low for many houses in the area near the school.,medium
A local issue has developed where a deep hole has opened across most of the traffic lane near a blind bend near the town centre. Several nearby residents have raised concerns.,high
Residents have noticed that several potholes are making vehicles slow down on the main road close to the bus stop. The problem has continued despite recent rainfall.,medium
Tap water has a slight unusual smell but remains available near the public market.,low
A local issue has developed where water pressure is too low for many houses in the area along the roadside.,medium
A local issue has developed where part of a roadside retaining wall has collapsed onto the traffic lane near our houses. Several nearby residents have raised concerns.,high
A small crack has appeared along the edge of a side road near the hospital.,low
We have noticed that a small crack has appeared along the edge of a side road near the town centre. People in the area have reported the same issue.,low
A local issue has developed where a deep hole has opened across most of the traffic lane near a blind bend in our neighbourhood. People passing through the area are being affected.,high
