complaint_text,priority,source
People living nearby have noticed that part of a roadside retaining wall has collapsed onto the traffic lane near the playground. the problem could cause a major accident. The relevant department should investigate the problem.,high,v3_targeted_augmentation
Residents report that thick black smoke is filling nearby houses and residents are struggling to breathe in our neighbourhood.,high,v3_targeted_augmentation
Residents have reported that a minor crack is visible in the pavement near the community centre. the problem is limited to a small section.,low,v3_targeted_augmentation
People in the area are reporting that construction dust is affecting nearby shops and homes throughout the day on the main road.,medium,v2_original
"outside the school, garbage collection has been missed for several days and waste is accumulating.",medium,v3_targeted_augmentation
The situation involves an exposed electrical cable is hanging low where pedestrians can reach it near our houses.,high,v2_original
Residents report that one household is experiencing slightly reduced water pressure in the residential area.,low,v3_targeted_augmentation
People in the area are reporting that a large section of road has collapsed beside a school entrance near the school. The condition becomes worse during busy periods.,high,v2_original
We have noticed that there is a small amount of dust near a construction site near the community hall.,low,v2_original
Residents have noticed that a single street sign area has minor surface damage close to the bus stop. Residents noticed the problem this morning.,low,v2_original
"near the railway station, a high-voltage cable has fallen beside a public walkway. the condition poses a direct risk to life and safety. Please take the necessary action.",high,v3_targeted_augmentation
The community would like to report that a curb has a small chipped section near the railway station. the issue is noticeable but not currently dangerous. We would appreciate assistance with this problem.,low,v3_targeted_augmentation
"near the community centre, a section of road has sunk and vehicles must drive around it.",medium,v3_targeted_augmentation
A few garbage bags are waiting at the normal collection point along the roadside.,low,v2_original
We have noticed that a damaged electrical pole is leaning over a busy road near our houses.,high,v2_original
Residents have noticed that a curb has a small chipped section near the town centre. The issue is affecting normal use of the area.,low,v2_original
People in the area are reporting that a water pipe is leaking continuously and a large amount of water is being wasted near the public market. The condition becomes worse during busy periods.,medium,v2_original
Residents have noticed that electrical wires are sparking beside a crowded pedestrian area close to the playground.,high,v2_original
A single street sign area has minor surface damage near the public market.,low,v2_original
We have noticed that a chemical liquid has leaked onto a public road beside residential buildings near the town centre. Residents noticed the problem this morning.,high,v2_original
The situation involves a large public waste bin is overflowing onto the pavement close to the playground. The issue has been reported by households nearby.,medium,v2_original
The situation involves a section of road has sunk and vehicles must drive around it at the main junction. People in the area have reported the same issue.,medium,v2_original
A local issue has developed where a curb has a small chipped section near the public market. Residents noticed the problem this morning.,low,v2_original
There is a problem where one street lamp is dim but still provides some light near the town centre. The condition becomes worse during busy periods.,low,v2_original
a damaged electrical pole is leaning over a busy road near the school. Please inspect the issue.,high,v3_targeted_augmentation
There is a public complaint because the road surface is badly cracked and uneven outside the school. the problem should be addressed before it becomes dangerous. Please arrange an inspection.,medium,v3_targeted_augmentation
A local issue has developed where a deep hole has opened across most of the traffic lane near a blind bend near the school.,high,v2_original
The situation involves the road surface is damaged in several places and motorcycles are having difficulty passing in our neighbourhood. The condition becomes worse during busy periods.,medium,v2_original
People living nearby have noticed that a live electrical wire is lying across a pedestrian path near the hospital. residents may need emergency assistance. The relevant department should investigate the problem.,high,v3_targeted_augmentation
a deep hole has opened across most of the traffic lane along the main road. Please take the necessary action.,high,v3_targeted_augmentation
There is a problem where a curb has a small chipped section close to the playground. People in the area have reported the same issue.,low,v2_original
an electrical box is open and live components are exposed to pedestrians near the school. Please arrange an inspection.,high,v3_targeted_augmentation
A local issue has developed where one lamp flickers occasionally during the evening near the town centre. The issue has been reported by households nearby.,low,v2_original
Construction dust is affecting nearby shops and homes throughout the day along the roadside. People passing through the area are being affected.,medium,v2_original
People in the area are reporting that a fallen power cable is lying across a pedestrian path along the roadside. The condition becomes worse during busy periods.,high,v2_original
"at the village entrance, a shallow pothole has started forming on a quiet side road.",low,v3_targeted_augmentation
"beside the public road, tap water has a slight unusual smell but remains available.",low,v3_targeted_augmentation
A roadside drain has some leaves and sediment inside it near our houses.,low,v2_original
We have noticed that floodwater has entered houses and is continuing to rise close to the bus stop.,high,v2_original
There is a public complaint because a sewer blockage is producing a strong smell across nearby properties close to the town centre. the issue is causing significant inconvenience. The relevant department should investigate the problem.,medium,v3_targeted_augmentation
Residents have noticed that sewage is flowing into several homes from an overflowing manhole on the main road. People passing through the area are being affected.,high,v2_original
Residents have noticed that a large section of road has collapsed beside a school entrance near the town centre. The condition becomes worse during busy periods.,high,v2_original
The community would like to report that a curb has a small chipped section near the community centre. there is no immediate safety risk. We would appreciate assistance with this problem.,low,v3_targeted_augmentation
Residents have noticed that an exposed electrical cable is hanging low where pedestrians can reach it near the hospital. People in the area have reported the same issue.,high,v2_original
Residents have reported that a group of street lamps is not functioning at night outside our building. multiple households have reported the same problem. Residents are requesting assistance.,medium,v3_targeted_augmentation
People living nearby have noticed that a sewer blockage is producing a strong smell across nearby properties near the community centre. the area can still be used but with difficulty. We would appreciate assistance with this problem.,medium,v3_targeted_augmentation
People living nearby have noticed that floodwater has entered several houses and is continuing to rise in our neighbourhood. urgent intervention is required. The relevant department should investigate the problem.,high,v3_targeted_augmentation
A local issue has developed where electrical wires are sparking beside a crowded pedestrian area near the hospital. The condition becomes worse during busy periods.,high,v2_original
Residents have noticed that a water pipe is leaking continuously and a large amount of water is being wasted near the town centre.,medium,v2_original
Residents have noticed that tap water has a slight unusual smell but remains available along the roadside. The issue is affecting normal use of the area.,low,v2_original
People in the area are reporting that thick smoke is causing breathing difficulty among nearby residents near our houses. Residents noticed the problem this morning.,high,v2_original
People in the area are reporting that a sewer blockage is creating a strong smell across several nearby properties close to the playground.,medium,v2_original
Wastewater is overflowing from a drain onto the roadside close to the playground. People in the area have reported the same issue.,medium,v2_original
Residents have reported that a public area has accumulated a large amount of uncollected rubbish at the village entrance. the issue is causing significant inconvenience. Please take the necessary action.,medium,v3_targeted_augmentation
There is a problem where a public bin is partly full but not overflowing at the main junction. The problem has continued despite recent rainfall.,low,v2_original
The community would like to report that a high-voltage cable has fallen beside a public walkway close to the bus stop. the area should be secured immediately. Please arrange an inspection.,high,v3_targeted_augmentation
"beside the public road, an exposed electrical cable is hanging where people can touch it. the area should be secured immediately. Residents are requesting assistance.",high,v3_targeted_augmentation
We have noticed that a fallen power cable is lying across a pedestrian path near our houses. People passing through the area are being affected.,high,v2_original
The situation involves a roadside drain has some leaves and sediment inside it in our neighbourhood. The issue is affecting normal use of the area.,low,v2_original
Residents have noticed that a large section of road has collapsed beside a school entrance near the town centre.,high,v2_original
We have noticed that a single street sign area has minor surface damage at the main junction. People passing through the area are being affected.,low,v2_original
Residents have noticed that a large section of road has collapsed beside a school entrance near the school. The issue is affecting normal use of the area.,high,v2_original
Residents have noticed that a section of road has sunk and vehicles must drive around it near the hospital. People passing through the area are being affected.,medium,v2_original
"near our houses, a small amount of dust is affecting one section of the road. the service remains available despite the issue. Please inspect the issue.",low,v3_targeted_augmentation
The situation involves smoke from a nearby workshop is entering nearby houses near the town centre.,medium,v2_original
"beside the public walkway, thick black smoke is filling nearby houses and residents are struggling to breathe. the problem could cause a major accident. The relevant department should investigate the problem.",high,v3_targeted_augmentation
The road surface is damaged in several places and motorcycles are having difficulty passing near the community hall. People passing through the area are being affected.,medium,v2_original
The situation involves a deep hole has opened across most of the traffic lane near a blind bend near the hospital. The problem can be seen clearly from the roadside.,high,v2_original
There is a problem where a small patch of the road surface has become uneven along the roadside.,low,v2_original
We are experiencing a situation where tap water has a slight unusual smell but remains available outside the hospital. residents can still use the area normally. Please send the responsible team.,low,v3_targeted_augmentation
The situation involves one lamp flickers occasionally during the evening near the hospital.,low,v2_original
We have noticed that wastewater is overflowing from a drain onto the roadside close to the bus stop. People passing through the area are being affected.,medium,v2_original
floodwater is rising quickly around homes and residents cannot leave safely close to the local clinic.,high,v3_targeted_augmentation
the road surface is badly cracked and uneven beside the public walkway. the issue is disrupting normal use of the area. Please address this issue.,medium,v3_targeted_augmentation
A local issue has developed where a water main failure has flooded the entrance to a hospital close to the playground.,high,v2_original
Residents have noticed that a public bin is partly full but not overflowing close to the bus stop. The issue has been reported by households nearby.,low,v2_original
A local issue has developed where thick smoke is causing breathing difficulty among nearby residents in our neighbourhood. Residents noticed the problem this morning.,high,v2_original
We have noticed that a small amount of litter is scattered near a bus stop close to the bus stop. The issue is affecting normal use of the area.,low,v2_original
Residents have noticed that the road surface is damaged in several places and motorcycles are having difficulty passing at the main junction. Residents noticed the problem this morning.,medium,v2_original
A local issue has developed where one street lamp is dim but still provides some light along the roadside.,low,v2_original
Residents report that a small amount of dust is affecting one section of the road near the playground.,low,v3_targeted_augmentation
"along the main road, one street sign is slightly damaged but still readable.",low,v3_targeted_augmentation
"near the hospital, a major road section has collapsed and vehicles are approaching the damaged area. people are being exposed to a serious safety hazard.",high,v3_targeted_augmentation
People in the area are reporting that a curb has a small chipped section near the hospital.,low,v2_original
Residents have noticed that a small patch of the road surface has become uneven close to the playground. The problem can be seen clearly from the roadside.,low,v2_original
A public bin is partly full but not overflowing near the hospital. The issue has been reported by households nearby.,low,v2_original
A local issue has developed where a roadside drain has some leaves and sediment inside it at the main junction.,low,v2_original
Residents have noticed that dense smoke from a nearby facility is causing residents to leave their homes close to the playground.,high,v2_original
The situation involves a sewer blockage is creating a strong smell across several nearby properties near the hospital. People passing through the area are being affected.,medium,v2_original
There is a public complaint because a damaged power pole appears ready to fall onto passing vehicles near the school. the area should be secured immediately. Please inspect the issue.,high,v3_targeted_augmentation
We have noticed that tap water has a slight unusual smell but remains available near the community hall. The condition becomes worse during busy periods.,low,v2_original
Residents have noticed that a section of road has sunk and vehicles must drive around it near the town centre.,medium,v2_original
People living nearby have noticed that a shallow puddle forms after light rain near the junction. the problem is limited to a small section. Please take the necessary action.,low,v3_targeted_augmentation
floodwater has entered several houses and is continuing to rise close to the local clinic. urgent intervention is required. Please send the responsible team.,high,v3_targeted_augmentation
Residents have noticed that part of a roadside retaining wall has collapsed onto the traffic lane close to the playground. The condition becomes worse during busy periods.,high,v2_original
We have noticed that a drain cover is slightly loose but still in place close to the playground. The problem can be seen clearly from the roadside.,low,v2_original
There is a public complaint because an electrical box is open and live components are exposed to pedestrians along the main road. the situation presents an immediate danger to the public. We would appreciate assistance with this problem.,high,v3_targeted_augmentation
Residents have noticed that water pressure is too low for many houses in the area near the school. The issue has been reported by households nearby.,medium,v2_original
Floodwater has entered houses and is continuing to rise close to the bus stop. People passing through the area are being affected.,high,v2_original
A local issue has developed where a curb has a small chipped section close to the bus stop.,low,v2_original
A local issue has developed where a major water pipe has burst and water is entering nearby houses along the roadside.,high,v2_original
The situation involves repeated electricity interruptions are affecting many houses near the school. Several nearby residents have raised concerns.,medium,v2_original
People living nearby have noticed that one street sign is slightly damaged but still readable close to the town centre. the condition should be checked before it becomes worse. We would appreciate assistance with this problem.,low,v3_targeted_augmentation
Residents have noticed that part of a roadside retaining wall has collapsed onto the traffic lane close to the bus stop. People in the area have reported the same issue.,high,v2_original
one street sign is slightly damaged but still readable outside our building. residents can still use the area normally.,low,v3_targeted_augmentation
The situation involves a damaged electrical pole is leaning over a busy road close to the bus stop. The issue is affecting normal use of the area.,high,v2_original
Residents have noticed that tap water has a slight unusual smell but remains available along the roadside.,low,v2_original
a small patch of road surface has become uneven near the community centre. the problem is limited to a small section. Please send the responsible team.,low,v3_targeted_augmentation
People in the area are reporting that smoke from a nearby workshop is entering nearby houses near the community hall. The problem can be seen clearly from the roadside.,medium,v2_original
A major water pipe has burst and water is entering nearby houses near our houses.,high,v2_original
People living nearby have noticed that the water pressure is slightly lower than normal in one house near the community centre. the condition should be checked before it becomes worse. Residents are requesting assistance.,low,v3_targeted_augmentation
There is a problem where a damaged electrical pole is leaning over a busy road close to the playground. The problem can be seen clearly from the roadside.,high,v2_original
A water pipe is leaking continuously and a large amount of water is being wasted near the hospital. The condition has remained unchanged since yesterday.,medium,v2_original
"outside the hospital, a street lamp flickers occasionally but remains usable.",low,v3_targeted_augmentation
Repeated electricity interruptions are affecting many houses along the roadside. The condition becomes worse during busy periods.,medium,v2_original
Residents have noticed that one street lamp is dim but still provides some light close to the playground.,low,v2_original
"beside the public walkway, sewage is flowing into homes from an overflowing manhole.",high,v3_targeted_augmentation
Residents have noticed that an exposed electrical cable is hanging low where pedestrians can reach it near our houses.,high,v2_original
We have noticed that sewage is flowing into several homes from an overflowing manhole near the school.,high,v2_original
a water pipe is leaking continuously and wasting a large amount of water beside the public walkway.,medium,v3_targeted_augmentation
We have noticed that a water pipe is leaking continuously and a large amount of water is being wasted in our neighbourhood. The problem has continued despite recent rainfall.,medium,v2_original
There is a problem where a section of road has sunk and vehicles must drive around it close to the playground. The condition becomes worse during busy periods.,medium,v2_original
thick black smoke is filling nearby houses and residents are struggling to breathe outside the school. the problem could cause a major accident. Please address this issue.,high,v3_targeted_augmentation
A local issue has developed where a roadside drain is blocked and rainwater is collecting across part of the road near the town centre. People in the area have reported the same issue.,medium,v2_original
a drainage outlet is partially blocked and dirty water reaches the walkway close to the bus stop.,medium,v3_targeted_augmentation
a public waste container has a damaged lid but can still be used in the residential area. the condition should be checked before it becomes worse. Please take the necessary action.,low,v3_targeted_augmentation
A water pipe is leaking continuously and a large amount of water is being wasted along the roadside. The condition has remained unchanged since yesterday.,medium,v2_original
There is a public complaint because several street lights along the road are not working beside the public walkway. the problem should be addressed before it becomes dangerous. Please take the necessary action.,medium,v3_targeted_augmentation
We have noticed that a sewer blockage is creating a strong smell across several nearby properties close to the playground. People in the area have reported the same issue.,medium,v2_original
People in the area are reporting that electrical wires are sparking beside a crowded pedestrian area at the main junction. The problem has continued despite recent rainfall.,high,v2_original
Residents have noticed that a public bin is partly full but not overflowing close to the bus stop.,low,v2_original
A local issue has developed where the road surface is damaged in several places and motorcycles are having difficulty passing near our houses.,medium,v2_original
Residents have reported that a public bin is partly full but is not overflowing in the residential area. normal access to the area is still possible. Residents are requesting assistance.,low,v3_targeted_augmentation
A roadside drain is blocked and rainwater is collecting across part of the road near the community hall. The issue is affecting normal use of the area.,medium,v2_original
water supply has been unavailable to several houses since yesterday along the main road.,medium,v3_targeted_augmentation
The community would like to report that floodwater has entered several houses and is continuing to rise near the playground. someone could be seriously injured if the area is not secured immediately. Please take the necessary action.,high,v3_targeted_augmentation
People in the area are reporting that thick smoke is causing breathing difficulty among nearby residents near the school. The condition has remained unchanged since yesterday.,high,v2_original
Residents have noticed that a fallen power cable is lying across a pedestrian path on the main road. The issue is affecting normal use of the area.,high,v2_original
Residents have reported that smoke from a nearby workshop is regularly entering nearby houses outside our building. several residents are affected by the problem. The relevant department should investigate the problem.,medium,v3_targeted_augmentation
The situation involves a large public waste bin is overflowing onto the pavement near the hospital.,medium,v2_original
We are experiencing a situation where one household is experiencing slightly reduced water pressure close to the town centre. the problem is limited to a small section. Please address this issue.,low,v3_targeted_augmentation
We have noticed that a roadside drain is blocked and rainwater is collecting across part of the road at the main junction.,medium,v2_original
A local issue has developed where wastewater is overflowing from a drain onto the roadside near the hospital.,medium,v2_original
The situation involves part of a roadside retaining wall has collapsed onto the traffic lane along the roadside.,high,v2_original
Residents report that a public waste container has a damaged lid but can still be used at the village entrance.,low,v3_targeted_augmentation
We have noticed that a curb has a small chipped section close to the bus stop.,low,v2_original
a damaged electrical pole is leaning over a busy road outside the hospital. Please arrange an inspection.,high,v3_targeted_augmentation
We are experiencing a situation where one street sign is slightly damaged but still readable near the hospital. the condition should be checked before it becomes worse. Please inspect the issue.,low,v3_targeted_augmentation
There is a public complaint because water service keeps stopping for several hours at a time near the hospital. normal daily activities are being affected. Please arrange an inspection.,medium,v3_targeted_augmentation
The situation involves a fallen power cable is lying across a pedestrian path along the roadside.,high,v2_original
a group of street lamps is not functioning at night beside the public walkway.,medium,v3_targeted_augmentation
"along the main road, an exposed electrical cable is hanging where people can touch it.",high,v3_targeted_augmentation
A local issue has developed where a water pipe is leaking continuously and a large amount of water is being wasted along the roadside.,medium,v2_original
We have noticed that a drain cover is slightly loose but still in place close to the bus stop. People passing through the area are being affected.,low,v2_original
The community would like to report that the water pressure is slightly lower than normal in one house beside the public walkway. the problem is limited to a small section. Residents are requesting assistance.,low,v3_targeted_augmentation
an electrical box is open and live components are exposed to pedestrians beside the public road.,high,v3_targeted_augmentation
The situation involves the road surface is damaged in several places and motorcycles are having difficulty passing on the main road. People passing through the area are being affected.,medium,v2_original
Residents have reported that a fallen lamp post is blocking part of the road with electrical wires attached near the junction. urgent intervention is required. Please arrange an inspection.,high,v3_targeted_augmentation
We have noticed that construction dust is affecting nearby shops and homes throughout the day near the public market. People passing through the area are being affected.,medium,v2_original
Dense smoke from a nearby facility is causing residents to leave their homes near the school. The condition has remained unchanged since yesterday.,high,v2_original
People in the area are reporting that a roadside drain has some leaves and sediment inside it close to the playground.,low,v2_original
People in the area are reporting that a few garbage bags are waiting at the normal collection point near the school. The issue is affecting normal use of the area.,low,v2_original
We have noticed that one street lamp is dim but still provides some light near the town centre.,low,v2_original
A damaged electrical pole is leaning over a busy road near the community hall. People passing through the area are being affected.,high,v2_original
There is a problem where a large section of road has collapsed beside a school entrance near the community hall.,high,v2_original
a curb has a small chipped section along the main road. Please inspect the issue.,low,v3_targeted_augmentation
People in the area are reporting that electrical wires are sparking beside a crowded pedestrian area close to the bus stop.,high,v2_original
We have noticed that a small patch of the road surface has become uneven near the community hall. Residents noticed the problem this morning.,low,v2_original
We have noticed that several potholes are making vehicles slow down on the main road near the town centre. The problem can be seen clearly from the roadside.,medium,v2_original
There is a small amount of dust near a construction site close to the bus stop. People in the area have reported the same issue.,low,v2_original
We have noticed that a large section of road has collapsed beside a school entrance near our houses. Residents noticed the problem this morning.,high,v2_original
The situation involves a small patch of the road surface has become uneven at the main junction. The issue is affecting normal use of the area.,low,v2_original
Residents have noticed that sewage is flowing into several homes from an overflowing manhole close to the bus stop. The problem can be seen clearly from the roadside.,high,v2_original
People living nearby have noticed that a shallow puddle forms after light rain near our houses. residents can still use the area normally. The relevant department should investigate the problem.,low,v3_targeted_augmentation
We would like to report that a fallen lamp post is blocking part of the road with electrical wires attached near the school.,high,v3_targeted_augmentation
We have noticed that several potholes are making vehicles slow down on the main road on the main road. The problem has continued despite recent rainfall.,medium,v2_original
a minor crack is visible in the pavement close to the town centre.,low,v3_targeted_augmentation
Residents have noticed that a major water pipe has burst and water is entering nearby houses along the roadside.,high,v2_original
There is a public complaint because a roadside drain is blocked and rainwater is collecting across part of the road along the main road. normal daily activities are being affected. The relevant department should investigate the problem.,medium,v3_targeted_augmentation
Residents have noticed that a large public waste bin is overflowing onto the pavement close to the playground.,medium,v2_original
People in the area are reporting that thick smoke is causing breathing difficulty among nearby residents near the community hall.,high,v2_original
The situation involves smoke from a nearby workshop is entering nearby houses in our neighbourhood. The issue has been reported by households nearby.,medium,v2_original
Residents have noticed that a large public waste bin is overflowing onto the pavement on the main road.,medium,v2_original
The situation involves a major water pipe has burst and water is entering nearby houses close to the bus stop.,high,v2_original
We are experiencing a situation where floodwater is rising quickly around homes and residents cannot leave safely outside our building. people are being exposed to a serious safety hazard.,high,v3_targeted_augmentation
There is a public complaint because a curb has a small chipped section close to the bus stop. there is no immediate safety risk. We would appreciate assistance with this problem.,low,v3_targeted_augmentation
A local issue has developed where a curb has a small chipped section along the roadside. The condition becomes worse during busy periods.,low,v2_original
a roadside drain is blocked and rainwater is collecting across part of the road near our houses.,medium,v3_targeted_augmentation
A large section of road has collapsed beside a school entrance in our neighbourhood. Residents noticed the problem this morning.,high,v2_original
A single street sign area has minor surface damage near the community hall.,low,v2_original
We have noticed that a sewer blockage is creating a strong smell across several nearby properties near the town centre.,medium,v2_original
We are experiencing a situation where one street sign is slightly damaged but still readable close to the local clinic. residents can still use the area normally. Residents are requesting assistance.,low,v3_targeted_augmentation
People in the area are reporting that several street lights along one road are not working at the main junction. The condition has remained unchanged since yesterday.,medium,v2_original
Residents have reported that a large chemical spill is spreading across a public road near our houses. the problem could cause a major accident. The relevant department should investigate the problem.,high,v3_targeted_augmentation
A local issue has developed where there is a small amount of dust near a construction site near the community hall. The problem can be seen clearly from the roadside.,low,v2_original
Residents have noticed that smoke from a nearby workshop is entering nearby houses near the hospital.,medium,v2_original
We are experiencing a situation where a damaged electrical pole is leaning over a busy road near the school. the condition poses a direct risk to life and safety. Please take the necessary action.,high,v3_targeted_augmentation
We have noticed that a curb has a small chipped section along the roadside. The problem has continued despite recent rainfall.,low,v2_original
The community would like to report that a sewer blockage is producing a strong smell across nearby properties outside the hospital. the situation becomes worse during rainfall.,medium,v3_targeted_augmentation
We have noticed that several street lights along one road are not working close to the playground.,medium,v2_original
There is a public complaint because a small amount of dust is affecting one section of the road outside the hospital. the problem is limited to a small section. We would appreciate assistance with this problem.,low,v3_targeted_augmentation
The community would like to report that a sewer blockage is producing a strong smell across nearby properties close to the bus stop. multiple households have reported the same problem. Residents are requesting assistance.,medium,v3_targeted_augmentation
A small amount of litter is scattered near a bus stop near the community hall.,low,v2_original
There is a problem where floodwater has entered houses and is continuing to rise at the main junction. The problem has continued despite recent rainfall.,high,v2_original
There is a public complaint because garbage collection has been missed for several days and waste is accumulating close to the bus stop. the issue is causing significant inconvenience. Residents are requesting assistance.,medium,v3_targeted_augmentation
a drain grate is loose and makes a noise when vehicles pass outside our building. residents can still use the area normally. Please address this issue.,low,v3_targeted_augmentation
The community would like to report that floodwater has entered several houses and is continuing to rise close to the town centre. public access to the area is unsafe. The relevant department should investigate the problem.,high,v3_targeted_augmentation
We are experiencing a situation where a roadside drain is blocked and rainwater is collecting across part of the road near the hospital. several residents are affected by the problem.,medium,v3_targeted_augmentation
People living nearby have noticed that one street sign is slightly damaged but still readable close to the bus stop. the issue is causing only a minor inconvenience. Please address this issue.,low,v3_targeted_augmentation
People in the area are reporting that a water main failure has flooded the entrance to a hospital at the main junction. The problem can be seen clearly from the roadside.,high,v2_original
Residents have noticed that a small amount of litter is scattered near a bus stop near our houses.,low,v2_original
a section of road has sunk and vehicles must drive around it close to the local clinic.,medium,v3_targeted_augmentation
Residents have noticed that a fallen power cable is lying across a pedestrian path close to the bus stop. People passing through the area are being affected.,high,v2_original
People in the area are reporting that an exposed electrical cable is hanging low where pedestrians can reach it near our houses. Several nearby residents have raised concerns.,high,v2_original
We have noticed that a minor water leak is dripping from a public pipe along the roadside. The condition has remained unchanged since yesterday.,low,v2_original
Residents have reported that a live electrical wire is lying across a pedestrian path near the public market. residents may need emergency assistance. Please address this issue.,high,v3_targeted_augmentation
A single street sign area has minor surface damage along the roadside. The condition has remained unchanged since yesterday.,low,v2_original
People in the area are reporting that smoke from a nearby workshop is entering nearby houses near the hospital. The condition has remained unchanged since yesterday.,medium,v2_original
The community would like to report that a few pieces of litter are scattered beside the walkway at the village entrance. the issue is noticeable but not currently dangerous. Please inspect the issue.,low,v3_targeted_augmentation
A local issue has developed where an exposed electrical cable is hanging low where pedestrians can reach it near the community hall.,high,v2_original
We have noticed that a damaged electrical pole is leaning over a busy road near the town centre. The condition has remained unchanged since yesterday.,high,v2_original
The situation involves a section of road has sunk and vehicles must drive around it in our neighbourhood. The condition has remained unchanged since yesterday.,medium,v2_original
floodwater has entered several houses and is continuing to rise along the main road. people are being exposed to a serious safety hazard. Please take the necessary action.,high,v3_targeted_augmentation
"beside the public walkway, a large tree has fallen onto electrical lines above the road.",high,v3_targeted_augmentation
"outside the school, a public area has accumulated a large amount of uncollected rubbish. normal daily activities are being affected. Please arrange an inspection.",medium,v3_targeted_augmentation
The situation involves construction dust is affecting nearby shops and homes throughout the day near the town centre.,medium,v2_original
"outside the school, one street sign is slightly damaged but still readable. the condition should be checked before it becomes worse. Please arrange an inspection.",low,v3_targeted_augmentation
Smoke from a nearby workshop is entering nearby houses near the school.,medium,v2_original
People in the area are reporting that a drain cover is slightly loose but still in place close to the bus stop.,low,v2_original
A local issue has developed where electrical wires are sparking beside a crowded pedestrian area at the main junction. Residents noticed the problem this morning.,high,v2_original
We are experiencing a situation where one street sign is slightly damaged but still readable along the main road. residents can still use the area normally. The relevant department should investigate the problem.,low,v3_targeted_augmentation
People living nearby have noticed that a drain grate is loose and makes a noise when vehicles pass in the residential area. there is no immediate safety risk. We would appreciate assistance with this problem.,low,v3_targeted_augmentation
People in the area are reporting that a water main failure has flooded the entrance to a hospital close to the bus stop. Several nearby residents have raised concerns.,high,v2_original
We have noticed that sewage is spreading across a school access road near the community hall.,high,v2_original
People living nearby have noticed that a curb has a small chipped section in our neighbourhood. the issue is causing only a minor inconvenience. We would appreciate assistance with this problem.,low,v3_targeted_augmentation
There is a problem where a sewer blockage is creating a strong smell across several nearby properties near the hospital. The condition has remained unchanged since yesterday.,medium,v2_original
A water pipe is leaking continuously and a large amount of water is being wasted near the hospital. The issue has been reported by households nearby.,medium,v2_original
We are experiencing a situation where a high-voltage cable has fallen beside a public walkway outside the hospital. the situation presents an immediate danger to the public. Please inspect the issue.,high,v3_targeted_augmentation
We have noticed that a minor water leak is dripping from a public pipe near the town centre.,low,v2_original
There is a problem where water pressure is too low for many houses in the area near the school.,medium,v2_original
People in the area are reporting that there is a small amount of dust near a construction site near the town centre.,low,v2_original
Residents have noticed that a small patch of the road surface has become uneven near the town centre.,low,v2_original
We have noticed that a fallen power cable is lying across a pedestrian path along the roadside. The issue is affecting normal use of the area.,high,v2_original
A local issue has developed where a small crack has appeared along the edge of a side road close to the bus stop. The issue is affecting normal use of the area.,low,v2_original
We have noticed that one street lamp is dim but still provides some light near the hospital.,low,v2_original
People in the area are reporting that a single street sign area has minor surface damage near the hospital. The problem can be seen clearly from the roadside.,low,v2_original
There is a public complaint because smoke from a nearby workshop is regularly entering nearby houses near the public market. the problem should be addressed before it becomes dangerous. Residents are requesting assistance.,medium,v3_targeted_augmentation
A local issue has developed where sewage is flowing into several homes from an overflowing manhole near the town centre.,high,v2_original
A local issue has developed where a roadside drain has some leaves and sediment inside it near the public market. The condition has remained unchanged since yesterday.,low,v2_original
We have noticed that a sewer blockage is creating a strong smell across several nearby properties near the community hall.,medium,v2_original
We have noticed that a water main failure has flooded the entrance to a hospital near the community hall. The issue has been reported by households nearby.,high,v2_original
Residents have noticed that the road surface is damaged in several places and motorcycles are having difficulty passing near the community hall. The problem can be seen clearly from the roadside.,medium,v2_original
Residents have reported that a drainage channel is blocked and causes flooding during normal rainfall near the public market. the situation becomes worse during rainfall. The relevant department should investigate the problem.,medium,v3_targeted_augmentation
We have noticed that a minor water leak is dripping from a public pipe close to the playground. The condition becomes worse during busy periods.,low,v2_original
"in the residential area, the water pressure is slightly lower than normal in one house.",low,v3_targeted_augmentation
There is a problem where wastewater is overflowing from a drain onto the roadside near the public market. The condition has remained unchanged since yesterday.,medium,v2_original
Residents report that a small crack has appeared along the edge of the road in our neighbourhood.,low,v3_targeted_augmentation
We have noticed that sewage is spreading across a school access road at the main junction. The issue is affecting normal use of the area.,high,v2_original
The community would like to report that residents are experiencing repeated power cuts during the evening beside the public walkway. several residents are affected by the problem. We would appreciate assistance with this problem.,medium,v3_targeted_augmentation
We have noticed that water supply has been unavailable to a neighbourhood since yesterday near the hospital.,medium,v2_original
A local issue has developed where a section of road has sunk and vehicles must drive around it near the community hall. People in the area have reported the same issue.,medium,v2_original
We have noticed that a small crack has appeared along the edge of a side road near the town centre. The condition has remained unchanged since yesterday.,low,v2_original
A sewer blockage is creating a strong smell across several nearby properties near our houses. The problem has continued despite recent rainfall.,medium,v2_original
There is a problem where a curb has a small chipped section near the public market. The condition has remained unchanged since yesterday.,low,v2_original
Residents have noticed that tap water has a slight unusual smell but remains available on the main road. The issue is affecting normal use of the area.,low,v2_original
a roadside drain is blocked and rainwater is collecting across part of the road near our houses. the issue is disrupting normal use of the area. Please arrange an inspection.,medium,v3_targeted_augmentation
There is a problem where garbage collection has been missed for several days and waste is accumulating in our neighbourhood.,medium,v2_original
We have noticed that electrical wires are sparking beside a crowded pedestrian area close to the playground. The problem can be seen clearly from the roadside.,high,v2_original
